location,keyword,proposed_url,current_status,reason,admin_source,observed_at
Hà Nội,lắp mạng fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=transactional; cluster=INSTALL; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,fpt có lắp ở hà nội không,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=informational; cluster=AVAILABILITY; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,internet fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=INTERNET; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,internet fpt tại hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=INTERNET; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,mạng fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=INTERNET; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,mạng internet fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=INTERNET; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,cáp quang fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=FTTH; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,internet cáp quang fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=FTTH; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,wifi fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=WIFI; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,lắp wifi fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=transactional; cluster=WIFI; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,modem wifi fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=WIFI; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,router wifi fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=WIFI; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,mesh wifi fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=WIFI; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,wifi 6 fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=WIFI; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,wifi 7 fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=WIFI; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,xgs pon fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=TECH; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,gói cước fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=PACKAGES; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,gói internet fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=PACKAGES; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,bảng giá fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=PRICE; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,giá internet fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=PRICE; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,giá lắp mạng fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=PRICE; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,khuyến mãi fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=PROMO; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,combo fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=COMBO; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,combo internet truyền hình fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=COMBO; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,fpt play hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=FPT_PLAY; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,camera fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=CAMERA; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,camera an ninh fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=CAMERA; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,f game fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=GAMING; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,speedx fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=SPEEDX; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,mạng fpt cho gia đình hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=USE_CASE; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,mạng fpt cho game hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=USE_CASE; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,mạng fpt cho văn phòng hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=USE_CASE; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,mạng fpt nhà nhiều tầng hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=USE_CASE; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,mạng fpt cho cửa hàng hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=USE_CASE; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,mạng fpt cho quán cafe hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=commercial; cluster=USE_CASE; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,tổng đài fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=navigational; cluster=SUPPORT; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,hỗ trợ fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=navigational; cluster=SUPPORT; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,sửa mạng fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=informational; cluster=SUPPORT; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,mạng fpt chậm hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=informational; cluster=SUPPORT; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
Hà Nội,đổi mật khẩu wifi fpt hà nội,/khu-vuc/ha-noi/,READY_LOCAL_CONTEXT,Canonical local page for Hà Nội; intent=informational; cluster=SUPPORT; address-specific availability/pricing must be verified before claim,https://xaydungchinhsach.chinhphu.vn/chi-tiet-34-don-vi-hanh-chinh-cap-tinh-tu-12-6-2025-119250612141845533.htm,2026-08-17
